fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_201306/1HW-AyeuoDcuq2qIp1P40g__201306_35.656858_139.707458_300_012.jpg,2,1.3395936860734907,-0.1068818154822014,-108.04301645285813,0.3827664770643642,1.069829963773176,-178.0729631521656,0.0009217926069329,-0.0010982108720925,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_201306/1HW-AyeuoDcuq2qIp1P40g__201306_35.656858_139.707458_000_012.jpg,2,32.10180704175707,1.9867429334480489,-6926.859439694586,10.315757320475829,11.371717660554571,-3077.144163037049,0.0353208104055014,-0.0028118334498395,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_060_012.jpg,2,0.3799616949675437,-0.069067480980053,172.77295409181585,0.0308139759128986,0.9141101854262637,-39.74012843877377,-0.0006448455745514,0.0002838525846857,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_150_012.jpg,2,1.4562519209859603,0.3012795831832514,-180.60251041877632,0.2565610964409424,1.697834009189927,-178.74134688792873,-0.0001414919739968,0.0010927586955252,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_120_012.jpg,2,-7.128895323641893,-3.37391167316711,1938.303037466041,-1.3982734507347598,-5.568589213253026,809.1406453138001,-0.0072440215892527,-0.0073375881495489,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_030_012.jpg,2,1.014559881391016,0.3159926069014028,-122.7164618866984,0.0941535248590639,1.6276305988644282,-161.70533162240332,-0.0006347743198018,0.0011583125432553,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_090_012.jpg,2,1.0173625033413525,-0.7976639814676036,172.6902103509956,0.4095524772273944,0.4197385538479224,-65.76457343778998,0.0004373591858555,-0.0013073959921393,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/1h/1HW-AyeuoDcuq2qIp1P40g/_200912/1HW-AyeuoDcuq2qIp1P40g__200912_35.656858_139.707458_000_012.jpg,2,1.4101105336704511,0.2277622950391157,-13.04135592157565,0.2209001271765425,1.480738644392542,-91.98326608156384,0.0005772662804269,0.0006279013780074,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_330_012.jpg,2,4.799230952215178,4.973759254101998,-1182.921673745041,0.7161316306559229,7.727385469609429,-1015.1871707396324,0.0015931173462677,0.01235862594475,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_090_012.jpg,2,1.9837747069805245,-0.049689178005732,-248.5869320040847,0.2892213091091111,1.6018538655478525,-166.76035720472274,0.0007987066725687,0.0003905322786556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_270_012.jpg,2,1.4793529690087328,1.7146916646952153,-334.8175254317442,-0.3301681649712261,3.0742999369134862,-159.18953394842356,-8.102673290753186e-05,0.0039198407065688,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_210_012.jpg,2,1.9888895108948723,0.1539401513230968,-129.0247137583847,0.3770004807739981,1.9378182520683456,-189.22550275458545,0.0014501427503565,0.0004887319970451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_120_012.jpg,2,1.3397695735043211,-0.7190567968290817,104.78020641343647,0.5931723824028455,0.3591453323360001,-71.20986040305701,0.0012195358224695,-0.0018866899384398,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_300_012.jpg,2,0.3966594738061933,-0.5669045339070121,226.04601782591445,-0.0415691669971293,0.1301964927363421,129.98881162912355,-0.0005724269084624,-0.0008174163756391,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_150_012.jpg,2,0.5627659678300883,-0.0550309401108634,-0.1372686811913723,-0.1729742523619992,0.3051236628406476,178.25134691965337,-0.0006905403295073,-0.0004367728585929,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_060_012.jpg,2,0.5894037646346416,-0.2316194029716206,86.77913680863823,-0.1165473472013959,0.7727294607412091,28.52220427936904,-0.0005789873983505,-0.0002364761760578,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_030_012.jpg,2,-9.617044476364418,0.1249676219181866,1827.4478065320911,-2.955110242462712,-3.081545670756036,866.9428968375281,-0.0132531011007236,-0.0001255877112424,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_000_012.jpg,2,-12.293069277317148,-5.831599747498628,3481.5121654041827,-2.3208700121528305,-10.100915160158983,1699.453652454814,-0.0117702803961942,-0.011510537683158,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_240_012.jpg,2,0.7695104696886371,-0.2334445062740948,147.48839730293713,-0.0747464381699326,0.7492297389423535,101.7985011526779,-3.151706699361736e-05,-0.0001460424601138,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_201306/gNI7WzniVqgc1hU7IqKk0A__201306_35.652702_139.681841_180_012.jpg,2,-5.193616459640293,-1.979595766634512,1428.7407884435424,-0.9802050299625804,-3.5658880783415885,660.346869712342,-0.0059618513668061,-0.0042672484808251,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_150_012.jpg,2,0.2561895295277406,-0.4767316123738351,207.653474027862,-0.111618921267281,0.1999681574419614,83.2334603757842,-0.0003449212110087,-0.0013478286284468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_090_012.jpg,2,1.7365203664727142,-0.4447350501423742,-101.54314720812556,0.5434412529404522,0.9735514423672316,-107.43246254797856,0.0012251867442532,-0.0010497915892864,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_120_012.jpg,2,0.3092714187866875,-0.2881368581548034,233.5451908952787,-0.3068270747803932,0.9397205377905672,50.96418542558391,-0.0007710721355245,-1.4472860074274788e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_060_012.jpg,2,0.6587682672233799,-0.6288293512719387,223.3109719322664,-0.048287326992964,0.4509085285703222,91.81776849918812,-0.0001140493311683,-0.0006533673548287,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_000_012.jpg,2,3.358230132428132,0.2798404914286225,-640.5929747353483,0.1033283689560964,2.2410322550348245,-205.34299821550889,0.0014904312746821,0.0009330569382762,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/gn/gNI7WzniVqgc1hU7IqKk0A/_200909/gNI7WzniVqgc1hU7IqKk0A__200909_35.652702_139.681841_030_012.jpg,2,6.2233761329306825,-0.2636581067472239,-1105.97280966771,2.176780074155515,2.2710536253777147,-481.37311178249655,0.0064628536116453,-0.0009126384692849,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_060_012.jpg,2,0.3738923017618623,-0.2470877312601882,208.6836367039397,-0.1904697843762465,0.5215289522294677,120.0078143278241,-0.0001835486897018,-0.0006556504029714,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_030_012.jpg,2,0.9719212232368616,-0.0201327275908621,-34.485777797948195,-0.041440107322695,0.9276295465789074,62.20414644104213,-0.0001574303903841,5.562720483561479e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_270_012.jpg,2,2.5343697061092048,0.4468504535640539,-149.73783265984432,0.9078113903513132,2.4301881695906298,-416.67530683326345,0.0013411935594088,0.0026942382789791,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_330_012.jpg,2,0.654008366753962,-0.5289321951342822,189.7653593613584,-0.0497196146401378,0.3125658396906423,85.4125210328553,0.0003488607466821,-0.0015811014258061,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_300_012.jpg,2,1.5948140882731976,0.3392523940718564,-143.16458493560197,0.3828456355039777,0.9184605980068687,-0.9823012295668648,0.001120573279205,1.2371940277210945e-05,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_210_012.jpg,2,8.808366662626842,11.50351472548793,-2989.675433280846,-1.1864204050302836,17.419772350826328,-1576.1552539086324,0.003266559320371,0.0261043394451468,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_240_012.jpg,2,0.1614692672599608,-0.6591745940313388,269.78223615738534,-0.1242277189855595,0.0413856282247544,116.59428818296672,-0.0003177024061223,-0.0017018547212432,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_090_012.jpg,2,0.2944855686860331,0.2882797131797726,106.91418822943592,-0.1449025465301913,0.8476682432993163,32.95740163130304,-0.000871907139754,0.0005186291594058,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_150_012.jpg,2,0.3397769449174358,-0.2715727141430199,150.31560531654898,-0.4281627298936481,0.3946291002390789,206.16709429099973,-0.0007067511177775,-0.0006795482006968,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_000_012.jpg,2,0.1105641764825164,0.0413709901428869,138.7416932051038,-0.3990163885197838,0.451361568433169,185.9480687371885,-0.0011266262771859,-0.0001157256217952,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_120_012.jpg,2,0.3501310551726628,-0.106242044098879,98.05997023766564,-0.2065692297878504,0.2907896728714602,147.33979040693114,-0.0006762218407515,-0.0004980620210392,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_201306/h198s7UkSyPYh2h8VoK8Bg__201306_35.652671_139.681016_180_012.jpg,2,0.4220895445401582,0.23335912381149,195.00698406148368,0.0874856003163606,1.4433937690204777,-134.66098932274068,-0.0002802565292893,0.0007225632296556,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_090_012.jpg,2,0.4254194107092557,-0.0623758199907983,83.35361204070568,-0.3798838319507536,0.4529504096195195,187.18724680702945,-0.0005633968705384,-0.000512113882958,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_150_012.jpg,2,0.8505538556180556,2.3024799669244604,-296.3484716540989,-0.3794501856172003,3.2920150317972734,-196.2052920874342,-0.0011827437257658,0.0045871681793003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_030_012.jpg,2,2.6159612756952177,1.0908617063004928,-525.1827214772654,0.8753787731843925,4.076254315751459,-756.4568528312833,0.0001375005926749,0.0042615485411576,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_000_012.jpg,2,1.2850674480135056,-0.7025650080336715,86.95635921814112,0.2943507827853644,0.4790069060834744,35.0684522228696,0.001048402892123,-0.0015456663524016,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_120_012.jpg,2,0.2422758038716508,-0.2272932245787235,225.8028008266677,-0.1957481209578782,0.4069218668065646,154.45100095622342,-0.0005047378154198,-0.0004648949249336,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/h1/h198s7UkSyPYh2h8VoK8Bg/_200909/h198s7UkSyPYh2h8VoK8Bg__200909_35.652671_139.681016_060_012.jpg,2,1.128085030811539,0.3056179963476738,-135.50547779399466,-0.14741766066989,1.0741763357526766,68.00072416539531,0.0002556131439468,-0.0002399105778888,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_120_012.jpg,2,0.0946533530736072,-0.2208200945980363,165.72542003526502,-0.4054129099156067,0.2519478269066653,218.9579698572705,-0.001041458728416,-0.0005058791074735,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_060_012.jpg,2,2.8071217127908565,2.2123405158566163,-394.27956767175937,1.2581958950453305,4.92590871540684,-886.8465510119729,0.0020439540266058,0.0057368396897516,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_300_012.jpg,2,11.353784642736418,11.75933082387376,-3579.189790668611,0.4002489793028638,21.580492491287814,-3057.202440233184,0.002171193920657,0.0295854671606921,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_210_012.jpg,2,-2.1293329327926203,-3.3142993040604685,915.279226956393,-0.678061215974914,-5.184757756304336,926.3925299153876,-0.0014915969892688,-0.0090205110232146,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_180_012.jpg,2,1.2417088159915717,-0.5628377915414813,73.03459151490215,-0.0928209975617033,1.0371374310228885,2.316250744878112,0.0009039784394783,-0.0008616733904875,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_330_012.jpg,2,0.6527817004354349,0.7567648103783544,-76.64302380371605,-0.2047185550301169,2.052640390143225,-159.96319593072232,-0.0010773904478594,0.0018248637044018,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_090_012.jpg,2,0.0674524528122771,-0.3162843674146706,213.93794682420327,-0.1783655514524429,0.3272431825105124,77.89548305748995,-0.0009938835806492,-0.0005799814461239,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_150_012.jpg,2,0.8954472205891677,0.071986188159797,-73.89212462705642,0.0367697847466795,0.7646837602044099,-4.811570137021832,-6.518325926979998e-05,-0.0006274201684515,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_270_012.jpg,2,2.6940473934578586,0.2680336474165523,-453.0950940289402,0.0389437590663789,2.257897548321352,-214.17347325501183,0.0018666387868808,0.0002744416419451,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_240_012.jpg,2,1.2530215470161956,-0.2409467778770719,11.151134941910543,0.0276349170886729,1.34038092046471,-116.77466785820856,-2.8671432826919207e-05,0.0004112054413663,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_000_012.jpg,2,2.8054132982890407,0.6843448422338533,-389.61027438176905,0.6796111929699135,2.30748045345342,-323.8755525467108,0.0014210239868318,0.0019377298129638,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_201306/3SDUy-jOq1A6uvGBwPZQiQ__201306_35.657303_139.689241_030_012.jpg,2,0.6980583029745235,0.7985658191530114,-59.74347057060543,0.0669251562264634,1.8725946892145189,-158.36422121753213,-0.0012020397739025,0.0023261597907318,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_200909/3SDUy-jOq1A6uvGBwPZQiQ__200909_35.657303_139.689241_060_012.jpg,2,-14.684697168195,-3.1232994054217245,2693.115993147216,-4.387508817897783,-15.775748261614304,3239.1752494205152,-0.0192566092243607,-0.012139305989452,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_200909/3SDUy-jOq1A6uvGBwPZQiQ__200909_35.657303_139.689241_030_012.jpg,2,-4.464039510864418,-19.137744506967348,3324.09730342015,1.250459782714643,-26.83080909578176,3146.298450745487,0.006117241547306,-0.048213241742182,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tinyTimeMachine/3s/3SDUy-jOq1A6uvGBwPZQiQ/_200909/3SDUy-jOq1A6uvGBwPZQiQ__200909_35.657303_139.689241_150_012.jpg,2,0.7783859619353515,-0.1449982403014907,17.571667387652536,-0.1958814151746765,0.6915173454249828,61.754375417011175,-0.0001858332399366,-0.0005840784993123,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
