obj,im1,im2,Him,Wim,H11,H12,H13,H21,H22,H23,H31,H32,H33
ll_thaicult,1,4,3000.0,4000.0,2.2823580279000995,0.017648644784210316,-976.8961189006843,0.44396657393955563,1.9463612751268686,-1148.9491588975043,0.0003778216467940026,1.5436365510483628e-05,1.0069861717713837
ll_taladnoi,1,4,3000.0,4000.0,2.410118891686682,0.02451505519173134,-1171.436468694816,0.4609378339139462,2.053624754027575,-1271.4362854353355,0.00039947923723205545,1.3820581616651921e-05,1.0014138804216912
ll_melon,1,4,3000.0,4000.0,2.0794230377582608,0.07821727391058358,-734.3157626746128,0.4312780067982936,1.8220868194687712,-918.6907227242233,0.0003709916423979353,2.3249975399676953e-05,1.0
ll_carforcat,1,4,3000.0,4000.0,2.6663276421598767,0.019338283874064905,-1517.3796311194667,0.48838539421227134,2.2947963777446065,-1438.9248818285587,0.00045762191433935685,1.0134406334111479e-05,1.0062670104405724
ll_seanema,1,4,3000.0,4000.0,2.8048046049867468,0.027792497519480736,-1228.8972151378027,0.8618220236741088,2.4933019755647647,-2099.189718969168,0.0006216297972863742,1.0083685169029542e-05,1.007473688492486
ll_robotcat,1,4,3000.0,4000.0,2.175290627973321,-0.06355055205855323,-606.7745471775405,0.5751649776297523,1.828244710286553,-1161.6939876514514,0.00040474218329940873,-9.300480028877976e-06,1.0083453087377818
ll_reddoor,1,4,3000.0,4000.0,2.433260998572321,0.0919250231836467,-1233.9564841838396,0.46957273303671304,2.114291507468819,-1279.4003986848622,0.00043210501577641317,1.6469815347244694e-05,0.9907031378792327
ll_granite,1,4,3000.0,4000.0,1.9207384829712006,-0.0011674504284545691,-623.2069086915354,0.4404856043922968,1.647024065325522,-1024.326860186799,0.00029467242472298427,-2.4414244572025016e-07,1.0050150501096164
ll_taladcat,1,4,3000.0,4000.0,2.5073438597637336,0.07586194606532129,-1400.1767175494413,0.4383219885001253,2.1919309838437235,-1300.5865474047303,0.00042533243906130923,1.8861719068695735e-05,1.004753163493743
ll_taladlove,1,4,3000.0,4000.0,2.318547430077678,-0.005243923376834063,-1056.0008010161869,0.4334944923405374,1.9256697869574921,-1129.9539666380715,0.0003790019453899834,8.78668031866654e-06,0.9999999999999999
ll_noodle,1,4,3000.0,4000.0,2.3098005216994535,0.008410088408495808,-1015.7311052263558,0.36771291401152684,2.0079296130121667,-1078.325978625208,0.00038240694079024823,1.5721773624671374e-05,1.0
ll_chinesegirl,1,4,3000.0,4000.0,2.5455076115865505,-0.010888153266689533,-1181.6969081668515,0.5398044973178077,2.1681219447817504,-1332.1262335346007,0.00047508662200545674,7.006103008305854e-06,0.9955768484025467
ll_brick,1,4,3000.0,4000.0,2.091677787982603,0.056742918607708845,-48.16225525684552,0.5861123701224321,1.8367469141776531,-1025.6747016095328,0.0004615217131117413,6.896578389729143e-06,0.9941980605225917
ll_cats,1,4,3000.0,4000.0,3.0390711447088115,0.06995099369220471,-2023.0983162762482,0.589585961709523,2.608113208883629,-1996.933666900135,0.0005126744257172274,3.212463716025408e-05,0.9985379964081227
ll_nobag,1,4,3000.0,4000.0,2.0074675769109747,-0.012514174682295215,-608.1527486280768,0.7539343322231912,1.728006134626829,-1595.303952363464,0.000347073292560616,-1.2629447825291797e-05,1.0055330889160525
ll_starrynight,1,4,3000.0,4000.0,2.4347283870784744,-0.033466969685317524,-826.8022220100456,0.6474302109795329,2.116376557736105,-1577.9483565127766,0.0004622150298745781,4.240679465890697e-06,0.9951961033881431
ll_chinesnewyear,1,4,3000.0,4000.0,3.0404543739950483,0.07364932560449122,-1907.0438482863756,0.6125343682180108,2.548677873885885,-1861.0060629191048,0.0005475343238686885,3.355042356749334e-05,1.0049531158875307
